Item_Number,Zone,Pcid
100001110,101,36037057
100001110,102,36037058
100001110,103,36037059
100001110,104,36037060
100001110,105,36037061
100001110,106,36037062
100001110,107,36037063
100001110,108,36037064
100001110,109,36037065
100001110,110,36037066
100001110,111,36037067
100001110,112,36037068
100001110,113,36037069
100001110,114,36037070
100001110,99,36037055
100001117,100,36029472
100001117,101,36029473
100001117,102,36029474
100001117,103,36029475
100001117,104,36029476
100001117,105,36029477
100001117,106,36029478
100001117,107,36029479
100001117,108,36029480
100001117,109,36029481
100001117,110,36029482
100001117,111,36029483
100001117,112,36029484
100001117,113,36029485
100001117,114,36029486
100001117,99,36029471
100001118,100,36029536
100001118,101,36029537
100001118,102,36029538
100001118,103,36029539
100001118,104,36029540
100001118,105,36029541
100001118,106,36029542
100001118,107,36029543
100001118,108,36029544
100001118,109,36029545
100001118,110,36029546
100001118,111,36029547
100001118,112,36029548
100001118,113,36029549
100001118,114,36029550
100001118,99,36029535
100001129,100,36029552
100001129,101,36029553
100001129,102,36029554
100001129,103,36029555
100001129,104,36029556
100001129,105,36029557
100001129,106,36029558
100001129,107,36029559
100001129,108,36029560
100001129,109,36029561
100001129,110,36029562
100001129,111,36029563
100001129,112,36029564
100001129,113,36029565
100001129,114,36029566
100001129,99,36029551
100001130,100,36029568
100001130,101,36029569
100001130,102,36029570
100001130,103,36029571
100001130,104,36029572
100001130,105,36029573
100001130,106,36029574
100001130,107,36029575
100001130,108,36029576
100001130,109,36029577
100001130,110,36029578
100001130,111,36029579
100001130,112,36029580
100001130,113,36029581
100001130,114,36029582
100001130,99,36029567
100001147,100,36037168
100001147,101,36037169
100001147,102,36037170
100001147,103,36037171
100001147,104,36037172
100001147,105,36037173
100001147,106,36037174
100001147,107,36037175
100001147,108,36037176
100001147,109,36037177
100001147,110,36037178
100001147,111,36037179
100001147,112,36037180
100001147,113,36037181
100001147,114,36037182
100001147,99,36037167
100001228,100,36029968
100001228,101,36029969
100001228,102,36029970
100001228,103,36029971
100001228,104,36029972
100001228,105,36029973
100001228,106,36029974
100001228,107,36029975
100001228,108,36029976
100001228,109,36029977
100001228,110,36029978
100001228,111,36029979
100001228,112,36029980
100001228,113,36029981
100001228,114,36029982
100001228,99,36029967
100001238,100,36029920
100001238,101,36029921
100001238,102,36029922
100001238,103,36029923
100001238,104,36029924
100001238,105,36029925
100001238,106,36029926
100001238,107,36029927
100001238,108,36029928
100001238,109,36029929
100001238,110,36029930
100001238,111,36029931
100001238,112,36029932
100001238,113,36029933
100001238,114,36029934
100001238,99,36029919
100001244,100,36029952
100001244,101,36029953
100001244,102,36029954
100001244,103,36029955
100001244,104,36029956
100001244,105,36029957
100001244,106,36029958
100001244,107,36029959
100001244,108,36029960
100001244,109,36029961
100001244,110,36029962
100001244,111,36029963
100001244,112,36029964
100001244,113,36029965
100001244,114,36029966
100001244,99,36029951
100001245,100,36030016
100001245,101,36030017
100001245,102,36030018
100001245,103,36030019
100001245,104,36030020
100001245,105,36030021
100001245,106,36030022
100001245,107,36030023
100001245,108,36030024
100001245,109,36030025
100001245,110,36030026
100001245,111,36030027
100001245,112,36030028
100001245,113,36030029
100001245,114,36030030
100001245,99,36030015
100001305,100,36030128
100001305,101,36030129
100001305,102,36030130
100001305,103,36030131
100001305,104,36030132
100001305,105,36030133
100001305,106,36030134
100001305,107,36030135
100001305,108,36030136
100001305,109,36030137
100001305,110,36030138
100001305,111,36030139
100001305,112,36030140
100001305,113,36030141
100001305,114,36030142
100001305,99,36030127
100001309,100,36030208
100001309,101,36030209
